Datetime,Tweet Id,Text,Username,Sentiment_Polarity,Sentiment
2022-05-19 15:17:31+00:00,1.52731E+18,"Dosen kader golkar udh besar kepala, Temen bokap gue abangnya erick thohir yang punya adaro energy",Goorrss,0,neutral
2022-05-19 07:31:04+00:00,1.52719E+18,Laba Bersih Adaro Energy (ADRO) Tumbuh 457% pada Kuartal I/2022 https://t.co/uuTMx1Ko07 https://t.co/Bh6yg99T6h,DataindonesiaId,0,neutral
2022-05-19 01:11:31+00:00,1.52709E+18,"Lowongan Kerja PT Adaro Energy

Posisi, Lokasi, Kualifikasi dan melamar buka link: https://t.co/xAPhyrGrWA
•
""GABUNG DI CHANNEL TELEGRAM 👉 https://t.co/62AWLco7sr (GRATIS)"" https://t.co/P7W8fom5Mt",openkerja,0,neutral
2022-05-18 23:00:35+00:00,1.52706E+18,"#Lowongan KARYAWAN TETAP Perusahaan Tambang Batubara: PT. Adaro Energy Tbk (Fresh Graduate/Berpengalaman | Semua Jurusan). Syarat, Lokasi &amp; Cara Melamar Baca Di: https://t.co/j0Gu9A6ib4 https://t.co/BmxcdeUkCa",twitlowongan,0.3,positive
2022-05-18 10:10:15+00:00,1.52687E+18,アダロ・エナジー（ADRO）はインドネシアの石炭採掘・生産企業。 正式な企業名はPT Adaro Energy Tbk となる。 https://t.co/5zdtMLmBjy 2008年7月にインドネシア証券取引所（IDX）へ上場。,Indonesiastock,0,neutral
2022-05-18 09:33:33+00:00,1.52686E+18,[Jobs] PT Adaro Energy Tbk – https://t.co/eVUAJOWq7s https://t.co/nmIMDJvwya,kalimiku,0,neutral
2022-05-18 07:40:49+00:00,1.52683E+18,"Waktu istirahat selesai dan sesi ke-4 FORTUNE Indonesia Summit 2022 hari pertama ""Growing Beyond Core Business"" dimulai. Garibaldi Thohir, CEO Adaro Energy membagikan pengalamannya di dunia bisnis yang di geluti sejak muda.

#FIS2022 #FORTUNEIndonesiaSummit2022 https://t.co/VEfZBsRCg5",Fortune_IDN,0,neutral
2022-05-17 13:18:32+00:00,1.52655E+18,Follow @Coltliq90 || Adaro Energy Jobs: 7 Positions https://t.co/QReabj918g,BKNSquare,0,neutral
2022-05-17 11:00:52+00:00,1.52652E+18,"#Lowongan KARYAWAN TETAP Perusahaan Tambang Batubara: PT. Adaro Energy Tbk (Fresh Graduate/Berpengalaman | Semua Jurusan). Syarat, Lokasi &amp; Cara Melamar Baca Di: https://t.co/j0Gu9A6ib4 https://t.co/hCg2fjlnpo",twitlowongan,0.3,positive
2022-05-16 10:44:29+00:00,1.52615E+18,Here's the board of Directors of Adaro energy https://t.co/M7ATUiqBjd https://t.co/WUj3pkcRSE,sisiliand,0,neutral
2022-05-16 06:05:00+00:00,1.52608E+18,"#Dividen PT Adaro Energy Indonesia Tbk (ADRO) akan membagikan dividen tunai untuk tahun buku 2021 sebesar AS$300 juta.

Pembagian dividen tunai ini merupakan Keputusan Rapat Umum Pemegang Saham Tahunan pada 27 April 2022.

#BEI #IDX #Saham https://t.co/5UaW7CCFJd",LumbungSaham,0,neutral
2022-05-15 14:24:40+00:00,1.52584E+18,"CEO Adaro Energy, Garibaldi Thohir #FORTUNEIndonesia #FIS2022 #FORTUNEIndonesiaSummit2022 https://t.co/Z4H1Tnjqyn",Fortune_IDN,0,neutral
2022-05-13 06:33:28+00:00,1.525E+18,"Lowongan Kerja Kalimantan PT. Adaro Energy, Tbk Terbaru  https://t.co/E5EmHVJEIJ",kaltimLOKER,0,neutral
2022-05-12 09:31:05+00:00,1.52468E+18,"Garibaldi Thohir, CEO Adaro Energy sekaligus Businessperson of the Year 2021 versi FORTUNE Indonesia akan membagikan pengalamannya di dunia bisnis yang Ia geluti sejak muda di FORTUNE Indonesia Summit 2022. #FORTUNEIndonesia #FIS2022 https://t.co/FJ3dHCPrvr",Fortune_IDN,0,neutral
2022-05-12 02:01:17+00:00,1.52457E+18,"Mirae Asset Sekuritas Indonesia Company Update
Adaro Energy (ADRO IJ) - Earnings above our but in line with consensus’ estimates by Juan Harahap 
#research 
https://t.co/7WP00He8Lp https://t.co/UJuNKjvLYi",MiraeAssetID,0,neutral
2022-05-11 03:45:31+00:00,1.52423E+18,@Bali_Football Adaro energy,rijalbudiagung,0,neutral
2022-05-10 04:37:48+00:00,1.52388E+18,Duit Investasi Habis? Sabar.. Bentar Lagi Adaro Energy (ADRO) Bagikan Dividen https://t.co/VGS02YJqrw,InvestorID,0,neutral
2022-05-10 04:34:07+00:00,1.52388E+18,"@IlhamNu36726235 Boy Thohir yang merupakan Presiden Direktur PT Adaro Energy Indonesia Tbk, dirinya masuk ke GoTo mulanya karena diminta rekan-rekannya membantu perusahaan tersebut.",YudaAshari6,0,neutral
2022-05-10 01:50:08+00:00,1.52384E+18,"Boy Thohir Tebar THR Dividen Adaro Energy Rp9,4 Triliun, Intip Jadwalnya : Okezone Economy https://t.co/YV37Px1C7l",mediamonitor21,0,neutral
2022-05-10 01:43:21+00:00,1.52384E+18,"Boy Thohir Tebar THR Dividen Adaro Energy Rp9,4 Triliun, Intip Jadwalnya #LengkapCepatBeritanya #Keuangan #Ekonomi #InfoSaham #HargaSaham . https://t.co/MRptXCSU3h",okezonenews,0,neutral
2022-05-09 16:52:20+00:00,1.52371E+18,"Market Cap Adaro Minerals (ADMR) Melampaui DCI (DCII), bahkan Adaro Energy (ADRO) https://t.co/ZxsjRqXRMv",InvestorID,0,neutral
2022-05-08 12:51:20+00:00,1.52328E+18,"[BEDAH EMITEN]
.
Halo Sobat Cuan !!!
.
Kali ini kita akan membahas Emiten PT. Adaro Energy Tbk. (Kode : ADRO). 
Diantaranya ada Profil Perusahaan, Kinerja Perusahaan, Analisa Fundamental, Analisa Teknikal, Dsb. 
.
Selengkapnya swipe left yaa… https://t.co/CfY7rj3O63",kspmfebutm,0,neutral
2022-05-07 01:51:05+00:00,1.52276E+18,"Adaro Energy, one of Indonesia's biggest coal miners, is shifting to renewable energy after making a fortune from surging commodity prices (via @climate) https://t.co/ZOZTi2kXom",BloombergAsia,0,neutral
2022-05-06 22:24:48+00:00,1.5227E+18,Lowongan Kerja Adaro Energy Mei 2022 https://t.co/XgJSTkH1Bk,Lokernesiaid,0,neutral
2022-05-06 04:32:00+00:00,1.52243E+18,"Coal producer Adaro Energy (ADRO) booked a net profit of US$400 million in the first quarter (Q1) of 2022, surged 472.3% year on year (y/y), as revenues jumped 77% y/y to US$1.2 billion and operating profit surged 315% y/y to US$554.4 million.
https://t.co/jLccqGOEWo",YosefardiNews,0.125,positive
2022-05-06 03:31:01+00:00,1.52242E+18,Adaro MetCoal (subsidiary of PT Adaro Energy Tbk) https://t.co/0W9x28jbUv,disnakerja_com,0,neutral
2022-05-06 02:57:07+00:00,1.52241E+18,Lowongan Kerja Adaro MetCoal (subsidiary of PT Adaro Energy Tbk) lokasi Jakarta  https://t.co/NPvsvnau3D https://t.co/dJtTaqEchR,portalkalbar1,0,neutral
2022-05-05 06:42:05+00:00,1.5221E+18,PT Adaro Energy Tbk sedang membuka lowongan kerja bagi lulusan S1-S2. Lokasi kerja akan ditempatkan di Kalimantan Selatan (Kalsel). https://t.co/psI2gBSXZa,kompascom,0,neutral
2022-05-05 02:29:57+00:00,1.52204E+18,Volume Produksi dan Penjualan Batubara Adaro Energy (ADRO) Turun di Kuartal I-2022 https://t.co/IOc2UcYMzx #Emiten,KontanNews,0,neutral
2022-05-05 01:54:03+00:00,1.52203E+18,"Wow, Laba Bersih Adaro Energy (ADRO) Melesat 457% di Kuartal I-2022 https://t.co/mkzIXOcRGx",KontanNews,0.1,positive
2022-05-04 16:51:54+00:00,1.5219E+18,"“They must be worried about #climatechange, they keep telling that to parliamentary committees.” 

PODCAST: Canada Pension Plan @cppib discloses $1M worth of shares in Indonesian coal mine, Adaro Energy and $1M in stock at China Coal Energy Co.

https://t.co/Cvk52Fzroy 
#cdnpoli https://t.co/ePciFLhOew",hollyanndoan,0.3,positive
2022-05-04 11:43:17+00:00,1.52182E+18,PT Adaro Energy Indonesia Tbk $ADOOY Short Interest Down 25.0% in April https://t.co/9Jgss0LHuv #markets,WKRBNews,-0.077777778,negative
2022-05-04 11:36:35+00:00,1.52182E+18,"Standard Chartered is financing
❌The devastating Mozambique LNG pipeline predicted to displace thousands
❌The Adani subsidiary facilitating the massive Carmichael coal mine
❌Coal giant Adaro Energy – despite deeming Adaro’s business plan consistent with a 5–6 ºC hothouse Earth https://t.co/1RKFvTo54s",money_rebellion,-0.15,negative
2022-05-04 10:10:15+00:00,1.52179E+18,アダロ・エナジー（ADRO）はインドネシアの石炭採掘・生産企業。 正式な企業名はPT Adaro Energy Tbk となる。 https://t.co/5zdtMLEKxG 2008年7月にインドネシア証券取引所（IDX）へ上場。,Indonesiastock,0,neutral
2022-05-04 08:00:02+00:00,1.52176E+18,"Adapun, Masjid At-Thohir ini didirikan pak ET  bersama dengan pemilik Adaro Energy Indonesia, Boy Thohir dan adiknya.
@erickthohir 
@KompasTV 
@KemenBUMN 
Masjid At-Thohir

#LebaranBangkit
https://t.co/RqYGewBHqQ",nisa_fazriatun,0,neutral
2022-05-04 08:00:00+00:00,1.52176E+18,"Masjid At-Thohir ini didirikan Erick bersama dengan pemilik Adaro Energy Indonesia, Boy Thohir dan adiknya.
#LebaranBangkit
Masjid At-Thohir

https://t.co/lOzW9wvUoL.
Author: Anitana Widya Puspa
Editor : Rio Sandy Pradana",Najibtorik,0,neutral
2022-05-03 08:00:20+00:00,1.5214E+18,PT Adaro Energy Indonesia Tbk (OTCMKTS:ADOOY) Short Interest Update - Defense World https://t.co/2pkIpw2jGZ,Indonesia,0,neutral
2022-05-02 16:39:02+00:00,1.52117E+18,"CPP investment board cares about climate, invests in coal mine
CPP disclosed holds $1 million  Adaro Energy,  Indonesian coal mine, $1 million in stock at China Coal Energy Co.
Alberta needs own ETHICAL Pension Plan, BUT FIRST 
WE NEED AN ETHICAL PREMIER which Kenney is not. https://t.co/xnlsDvoDZg",DonaldR85261306,0.3125,positive
2022-05-02 11:46:44+00:00,1.52109E+18,"Canada Pension Plan Investment Board says determined to “slow the pace of global warming”. Equity Holdings report disclosed @cppib held shares in Indonesian #coal mine Adaro Energy worth $1 million. 
https://t.co/GaKEvOriRy #cdnpoli #ClimateCrisis @environmentca @s_guilbeault https://t.co/lzSDsKlcKb",hollyanndoan,-1.85E-17,negative
2022-05-02 06:00:00+00:00,1.52101E+18,"[JOB VACANCY]
 
Bergabunglah dengan Adaro Energy melalui Adaro Mining Professional Program (AMPP) dan Adaro Logistics Professional Program (ALPP), program yang dirancang untuk mengembangkan calon pemimpin. Lamar disini &gt;&gt; https://t.co/agPkcQ6Ck8
 
DL : 6 May'22
#itbcc #karirITB https://t.co/YIVQBWfJ1V",ITBCareerCenter,0.1,positive
2022-05-01 11:26:38+00:00,1.52073E+18,Presiden Direktur PT Adaro Energy Indonesia Tbk Garibaldi Thohir bicara mengenai masa depan bisnis batu bara. https://t.co/1IZnYSRZUG,detikfinance,0,neutral
2022-04-30 10:20:58+00:00,1.52035E+18,Presiden Direktur PT Adaro Energy Indonesia Tbk Garibaldi Thohir bicara mengenai masa depan bisnis batu bara. https://t.co/yyT6W68MzG,detikfinance,0,neutral
2022-04-29 22:50:04+00:00,1.52017E+18,Adaro Energy (ADOOY): An Indonesian Powerhouse And Your Anecdote To High Inflation https://t.co/fm8oj7R32M,DonELichterman,0.16,positive
2022-04-29 22:25:05+00:00,1.52017E+18,Adaro Energy (ADOOY): An Indonesian Powerhouse And Your Anecdote To High Inflation https://t.co/LZLUMAEpiN,PophaleSamarth,0.16,positive
2022-04-29 22:07:23+00:00,1.52016E+18,"$ADOOY - Adaro Energy: Impervious To U.S. Inflation, Recession, And The Coming Drawdown. https://t.co/8AGQ9mYXAD #finance #business #stocks",SeekingAlpha,0,neutral
2022-04-29 03:15:58+00:00,1.51988E+18,"Baru 3 Bulan, Laba Adaro Energy Sudah Tembus Rp 5,8 T https://t.co/izrkqQPhiP",cnbcindonesia,0,neutral
2022-04-28 15:27:04+00:00,1.5197E+18,"Jakarta - Banjarmasin, April 27, 2022 – Bertepatan dengan pelaksanaan Rapat Umum Pemegang Saham (RUPS) Adaro Energy Indonesia (@AdaroEnergyTbk) sejumlah aktivis melakukan aksi damai di depan gedung kantor Adaro pagi ini. 

selengkapnya&gt;&gt;

https://t.co/SNWJQXIUXy",walhikalsel,0,neutral
2022-04-28 06:00:01+00:00,1.51956E+18,"Sejumlah aktivis menolak aksi bisnis #batubara Adaro Energy dengan tema lebaran #CoaldeSac
https://t.co/tUt5CGJ0kX",CoalDeSac,0,neutral
2022-04-28 05:12:04+00:00,1.51954E+18,"Wow! Adaro Energy (ADRO) Bagikan Dividen Jumbo Senilai Rp9,3 Triliun https://t.co/L8uXP27Moa",trenasia_com,0.125,positive
2022-04-28 04:31:38+00:00,1.51953E+18,"Rapat Umum Pemegang Saham Tahunan (RUPST) 2022 PT Adaro Energy Indonesia Tbk (AEI) atau emiten dengan kode ADRO menyetujui pembagian dividen.
Selengkapnya 
https://t.co/4jAej0Vobq",theiconomic,0,neutral
2022-04-28 02:02:29+00:00,1.5195E+18,"Berita Emiten

PT Adaro Energy Indonesia Tbk (ADRO) akan membagikan dividen sebesar USD 650 juta.

*Disclaimer On",TalkToPhillip,0,neutral
2022-04-27 18:16:30+00:00,1.51938E+18,Rekomendasi Saham Adaro Energy Indonesia Tbk (ADRO) https://t.co/Ucr5GbTsSt,_jogja,0,neutral
2022-04-27 10:10:15+00:00,1.51926E+18,アダロ・エナジー（ADRO）はインドネシアの石炭採掘・生産企業。 正式な企業名はPT Adaro Energy Tbk となる。 https://t.co/5zdtMLmBjy 2008年7月にインドネシア証券取引所（IDX）へ上場。,Indonesiastock,0,neutral
2022-04-27 07:48:32+00:00,1.51922E+18,"Adaro Energy Buka Lowongan Kerja, Simak Posisi dan Persyaratannya Halaman all - https://t.co/AoRgzhUkDE https://t.co/Sv3Vpwe4tr #loker #lowongankerja",bursakerja20,0,neutral
2022-04-27 02:54:33+00:00,1.51915E+18,"Adaro Energy dan Jasa Marga akan menggelar RUPST hari ini, beirkut agendanya. https://t.co/1RkNypINrz",kumparan,0,neutral
2022-04-27 01:00:32+00:00,1.51912E+18,"During the Asian Power Summit, Adaro Power, as part of Adaro Energy Group, expressed confidence that it can contribute to the shift towards green economy because of its proven experience in building large-scale and complex projects https://t.co/e5etSXwjsn #AsianPower",AsianPowerMag,-0.166666667,negative
2022-04-26 09:00:29+00:00,1.51888E+18,"Крупная угледобывающая компания Индонезии PT Adaro Energy заявила, что открыта для запросов со стороны европейских стран, но по-прежнему будет отдавать приоритет азиатскому рынку и его крупнейшим покупателям.

https://t.co/pxfz4EPqu0",taniushafrost,0,neutral
2022-04-26 05:08:02+00:00,1.51882E+18,"Adaro Energy Buka Lowongan Kerja, Simak Posisi dan Persyaratannya https://t.co/esi59sflra",KompasEkonomi,0,neutral
2022-04-26 05:00:00+00:00,1.51882E+18,"Perusahaan pertambangan Adaro Energy buka lowongan kerja, yuk simak persyaratannya! #ThePhraseID #Loker 

https://t.co/8h5CsbTCHt",ThePhraseID,0,neutral
2022-04-26 04:09:39+00:00,1.5188E+18,"President Director of PT Adaro Energy Tbk (ADRO), Garibaldi ‘Boy’ Thohir, claimed that ADRO’s performance in 2021 was the highest achievement recorded in its own history.
https://t.co/f6unVl6ISW
#idnfinancials
📷 by Google Image Search https://t.co/axjsp6RU6n",IDNFinancials,0.6,positive
